// game list translation template for FB Alpha version 0x029737

// codepage=936


8ballact	抢8撞球(大金刚转换版)
wb32	神奇小子III-怪物巢穴(第2套,日版,系统16B,FD1094317-0085)
wb33d	神奇小子III-怪物巢穴(第3套,世界版,系统16B,FD1094317-0089解密版)
wb33	神奇小子III-怪物巢穴(第3套,世界版,系统16B,FD1094317-0089)
wb34d	神奇小子III-怪物巢穴(第4套,日版,系统16B,FD1094317-0087解密版)
wb34	神奇小子III-怪物巢穴(第4套,日版,系统16B,FD1094317-0087)
wb35d	神奇小子III-怪物巢穴(第5套,日版,系统16A,FD1089A317-0086解密版)
wb35	神奇小子III-怪物巢穴(第5套,日版,系统16A,FD1089A317-0086)
wb3	神奇小子III-怪物巢穴(第6套,世界版,系统16B,8751317-0098)
gg_wboydtrpp	神奇小子III-龙之陷阱(欧版,工程版)
sms_wboy3	神奇小子III-龙之陷阱(欧版,美版,韩版)
wbmlb	神奇小子在怪物大陆(英文版盗版第1套)
sms_wboymlnd	神奇小子在怪物大陆(欧版,美版)
sms_wboymlnda	神奇小子在怪物大陆(欧版,美版,修改版?)
wbml	神奇小子在怪物大陆(日版新版,MC-8123,317-0043)
wbmljb	神奇小子在怪物大陆(日版未加密版)
wbmljo	神奇小子在怪物大陆(日版旧版,MC-8123,317-0043)
sms_wboymlndp	神奇小子在怪物大陆(工程版)
sms_wboymwld	神奇小子在怪物世界(欧版,韩版)
sms_wboymwldp	神奇小子在怪物世界(欧版,工程版)
md_wboymw	神奇小子在怪物世界(欧版,美版)
md_wboy5	神奇小子V-怪物世界III(日版,韩版)
wondl96	奇迹联盟'96(韩版)
wlstar	奇迹联盟之星-魔球对抗赛(韩版)
md_wondlib	神奇书库(日版)
pce_wonderm	神奇莫莫
wndrmomo	神奇莫莫
wndrplnt	奇幻星球(日版)
wondstck	奇迹手杖(第1套)
wondstcka	奇迹手杖(第2套,删减版)
sms_wonsiin	原始人(韩版)
woodpeck	啄木鸟(第1套)
woodpeca	啄木鸟(第2套)
gg_woodypop1	木头打砖块(欧版,美版)
gg_woodypop	木头打砖块(欧版,美版,v1.1)
sms_woodypop	木头打砖块-新人类之方块崩塌(日版,MyCard)
cv_wordfeud	拼词游戏
pce_wbeach	世界沙滩排球
md_wcsb	世界足球锦标赛(美版)~世界杯足球赛(日版)
md_wcs	世界足球锦标赛(美版,修正版B)~世界杯足球赛(日版,修正版B)
md_wcsa	世界足球锦标赛(美版,v1.2)~世界杯足球赛(日版,v1.2)
md_wcs2	世界足球锦标赛II(欧版)
md_wcs2p18	世界足球锦标赛II(工程版G,19940222)
md_wcs2p16	世界足球锦标赛II(工程版J,19940228)
md_wcs2p15	世界足球锦标赛II(工程版N,19940303)
md_wcs2p14	世界足球锦标赛II(工程版O,19940303)
md_wcs2p13	世界足球锦标赛II(工程版P,19940304)
md_wcs2p11	世界足球锦标赛II(工程版R,19940309)
md_wcs2p10	世界足球锦标赛II(工程版U,19940314)
md_wcs2p09	世界足球锦标赛II(工程版Y,19940318)
md_wcs2p17	世界足球锦标赛II(工程版,19940223)
md_wcs2p12	世界足球锦标赛II(工程版,19940309)
md_wcs2p08	世界足球锦标赛II(工程版,19940323)
md_wcs2p07	世界足球锦标赛II(工程版,19940324)
md_wcs2p06	世界足球锦标赛II(工程版,19940325)
md_wcs2p05	世界足球锦标赛II(工程版,19940326)
md_wcs2p04	世界足球锦标赛II(工程版,19940327)
md_wcs2p02	世界足球锦标赛II(工程版,19940329)
md_wcs2p03	世界足球锦标赛II(工程版,19940329-B)
md_wcs2p01	世界足球锦标赛II(工程版,19940330)
md_wcs2u	世界足球锦标赛II(美版)
md_wcs2up	世界足球锦标赛II(美版,工程版)
pce_wcircuit	世界巡回车赛
tg_wcbasebl	世界棒球赛
sms_wclead	世界高尔夫排位赛(欧版,巴西版)
gg_wclead	世界高尔夫排位赛(欧版,美版)
md_wclead	世界高尔夫排名赛(欧版)
md_wcleadu	世界高尔夫排名赛(美版)
tg_wctennis	世界网球
wc90b2	世界杯足球'90(盗版,第1套)
wc90b3	世界杯足球'90(盗版,第2套)
wc90b4	世界杯足球'90(盗版,第3套)
wc90a	世界杯足球'90(欧版第1套)
wc90b	世界杯足球'90(欧版第2套)
wc90t	世界杯足球'90(轨迹球第1套)
wc90	世界杯足球'90(世界版)
md_wcup90	意大利世界杯'90(欧版)
sms_wcup90	意大利世界杯'90(欧版,巴西版)
sms_wcup90d	意大利世界杯'90(美版,演示版)
sms_wcup94	美国世界杯94(欧版,巴西版)
gg_wcup94	美国世界杯94(欧版,美版)
md_wcup94	美国世界杯94(欧版,美版,韩版)
gg_wderby	德比赛马世界赛(日版)
sms_wldgames	世界运动会(欧版,巴西版)
sms_wldgamesp	世界运动会(欧版,工程版)
sms_worldgp	世界赛车大奖赛(欧版)
sms_worldgpu	世界赛车大奖赛(美版,巴西版,韩版)
sms_worldgpp	世界赛车大奖赛(美版,工程版)
wh1h	世界英雄(ALH-005)
wh1	世界英雄(ALM-005)
md_whj	世界英雄(日版)
md_whjp5	世界英雄(日版,工程版,19940330)
md_whjp4	世界英雄(日版,工程版,19940408)
md_whjp3	世界英雄(日版,工程版,19940415)
md_whjp1	世界英雄(日版,工程版,19940420,破碎-C05缺少)
md_whjp2	世界英雄(日版,工程版,19940420-B)
wh1ha	世界英雄(第3套)
md_wh	世界英雄(美版)
md_whp13	世界英雄(美版,工程版,19940223)
md_whp12	世界英雄(美版,工程版,19940303)
md_whp11	世界英雄(美版,工程版,19940307)
md_whp10	世界英雄(美版,工程版,19940309)
md_whp09	世界英雄(美版,工程版,19940315)
md_whp08	世界英雄(美版,工程版,19940316)
md_whp07	世界英雄(美版,工程版,19940318)
md_whp06	世界英雄(美版,工程版,19940322,破碎-C07缺少)
md_whp05	世界英雄(美版,工程版,19940323)
md_whp04	世界英雄(美版,工程版,19940324)
md_whp03	世界英雄(美版,工程版,19940330)
md_whp01	世界英雄(美版,工程版,19940331)
md_whp02	世界英雄(美版,工程版,19940331-B)
wh2	世界英雄2(ALM-006)(ALH-006)
wh2ja	世界英雄2喷射版(ADM-007)
wh2j	世界英雄2喷射版(ADM-007)(ADH-007)
whp	世界英雄完美版
pce_wjockey	世界马赛
md_worldillj	奇幻世界-神奇的魔法盒(日版)
md_worldilljp	奇幻世界-神奇的魔法盒(日版,工程版)
md_worldill	米老鼠和唐老鸭之奇幻世界(欧版)
md_worldillu	米老鼠和唐老鸭之奇幻世界(美版,韩版)
gg_wsb95p6	世界系列棒球'95(工程版,19940629)
gg_wsb95p5	世界系列棒球'95(工程版,19940709)
gg_wsb95p4	世界系列棒球'95(工程版,19940719)
gg_wsb95p3	世界系列棒球'95(工程版,19940722)
gg_wsb95p2	世界系列棒球'95(工程版,19940728)
gg_wsb95p1	世界系列棒球'95(工程版,19940729)
gg_wsb95	世界系列棒球'95(美版)
md_wsb95	世界系列棒球'95(美版)
md_wsb95p23	世界系列棒球'95(美版,工程版,19941208)
md_wsb95p22	世界系列棒球'95(美版,工程版,19941214)
md_wsb95p21	世界系列棒球'95(美版,工程版,19941228-SB)
md_wsb95p20	世界系列棒球'95(美版,工程版,19950101-TST)
md_wsb95p19	世界系列棒球'95(美版,工程版,19950103-TST)
md_wsb95p18	世界系列棒球'95(美版,工程版,19950105)
md_wsb95p17	世界系列棒球'95(美版,工程版,19950109-TST)
md_wsb95p16	世界系列棒球'95(美版,工程版,19950110)
md_wsb95p15	世界系列棒球'95(美版,工程版,19950114-RM)
md_wsb95p14	世界系列棒球'95(美版,工程版,19950116)
md_wsb95p13	世界系列棒球'95(美版,工程版,19950118-RM)
md_wsb95p12	世界系列棒球'95(美版,工程版,19950120)
md_wsb95p11	世界系列棒球'95(美版,工程版,19950125)
md_wsb95p10	世界系列棒球'95(美版,工程版,19950130)
md_wsb95p09	世界系列棒球'95(美版,工程版,19950202)
md_wsb95p08	世界系列棒球'95(美版,工程版,19950203)
md_wsb95p07	世界系列棒球'95(美版,工程版,19950207)
md_wsb95p05	世界系列棒球'95(美版,工程版,19950209)
md_wsb95p06	世界系列棒球'95(美版,工程版,19950209-B)
md_wsb95p04	世界系列棒球'95(美版,工程版,19950211)
md_wsb95p03	世界系列棒球'95(美版,工程版,19950212)
md_wsb95p02	世界系列棒球'95(美版,工程版,19950213)
md_wsb95p01	世界系列棒球'95(美版,工程版,19950214)
md_wsb96	世界系列棒球'96(美版)
md_wsb98	世界系列棒球'98(美版)
md_wsb	世界系列棒球(美版)
md_wsbp10	世界系列棒球(美版,工程版,19931001)
md_wsbp09	世界系列棒球(美版,工程版,19931222)
md_wsbp08	世界系列棒球(美版,工程版,19931226)
md_wsbp07	世界系列棒球(美版,工程版,19931229)
md_wsbp06	世界系列棒球(美版,工程版,19940103)
md_wsbp05	世界系列棒球(美版,工程版,19940106)
md_wsbp04	世界系列棒球(美版,工程版,19940116)
md_wsbp03	世界系列棒球(美版,工程版,19940218)
md_wsbp02	世界系列棒球(美版,工程版,19940304)
md_wsbp01	世界系列棒球(美版,工程版,19940527)
gg_wsb1	世界系列棒球(美版,v0)
gg_wsb	世界系列棒球(美版,v1)
sms_worldsoc	世界杯足球(欧版,日版,韩版)~非凡足球(美版)
tg_wscomp	世界体育大赛
md_worldts	世界杯足球赛(美版)
md_worms	百战天虫(欧版)
md_wormsp	百战天虫(欧版,工程版)
wownfant	哇天蚕变新幻想曲
md_wrestwar	摔角大战(欧版,日版)
md_wrestwarp	摔角大战(日版,工程版)
wrestwar1d	摔角大战(第1套,日版,FD1094317-0090解密版)
wrestwar1	摔角大战(第1套,日版,FD1094317-0090)
wrestwar2d	摔角大战(第2套,世界版,FD1094317-0102解密版)
wrestwar2	摔角大战(第2套,世界版,FD1094317-0102)
wrestwar	摔角大战(第3套,世界版,8751317-0103)
md_wrstball	格斗球(日版)
md_wukong	悟空外传(中文版)
neoww2	第二次世界大战演示程序-街机开发项目
gg_wwfraw	世界摔角联盟赛(欧版,美版)
md_wwfraw	世界摔角联盟赛(世界版)
md_wwfroyal	世界摔角联盟皇家大战(世界版)
md_wwfsup	世界摔角联盟超级摔角狂热赛(欧版,美版)
wwfsstarb	世界摔角联盟超级巨星(盗版)
wwfsstar	世界摔角联盟超级巨星(欧版)
wwfsstarj	世界摔角联盟超级巨星(日版)
wwfsstarua	世界摔角联盟超级巨星(美版)
wwfsstaru	世界摔角联盟超级巨星(美版,新版)
wwfwfestj	世界摔角联盟摔角巨星(日版)
wwfwfestk	世界摔角联盟摔角巨星(韩版)
wwfwfestb	世界摔角联盟摔角巨星(美版盗版)
wwfwfest	世界摔角联盟摔角巨星(美版第1套)
wwfwfesta	世界摔角联盟摔角巨星(美版Tecmo)
sms_wwfsteel	世界摔角联盟摔角狂热赛-铁笼挑战赛(欧版,巴西版)
md_wwfag	世界摔角联盟摔角狂热赛-街机版(欧版,美版)
md_wwfagp	世界摔角联盟摔角狂热赛-街机版(美版,工程版)
gg_wwfsteel	世界摔角联盟摔角狂热赛铁笼挑战赛(欧版,SMS模式)
wyvernf0	翼龙战机F-0
xmultiplm72	X再生战机(日版,M72)
xmultipl	X再生战机(世界版,M81)
xmen2pa	X战警(2人版版本AAA)
xmen2pe	X战警(2人版版本EAA)
xmen2pj	X战警(2人版版本JAA)
xmen2pu	X战警(2人版版本UAB)
xmenaa	X战警(4人版版本ADA)
xmena	X战警(4人版版本AEA)
xmene	X战警(4人版版本EBA)
xmenj	X战警(4人版版本JBA)
xmen	X战警(4人版版本UBB)
md_xmen	X战警(欧版)
md_xmenu	X战警(美版)
gg_xmen	X战警(美版)
xmcotajr	X战警-磁场原子人(941208日版租赁版)
xmcotaar1	X战警-磁场原子人(941217亚洲版)
xmcotaj3	X战警-磁场原子人(941217日版)
xmcotaj2	X战警-磁场原子人(941219日版)
xmcotaj1	X战警-磁场原子人(941222日版)
xmcotaa	X战警-磁场原子人(950105亚洲版)
xmcotar1d	X战警-磁场原子人(950105欧版凤凰版)
xmcotar1	X战警-磁场原子人(950105欧版)
xmcotahr1	X战警-磁场原子人(950105西班牙版)
xmcotaj	X战警-磁场原子人(950105日版)
xmcotau	X战警-磁场原子人(950105美版)
xmcota	X战警-磁场原子人(950331欧版)
xmcotah	X战警-磁场原子人(950331西班牙版)
gg_xmengl	X战警-游戏大师的遗产(欧版,美版)
gg_xmenglp2	X战警-游戏大师的遗产(工程版36,19940831)
gg_xmenglp1	X战警-游戏大师的遗产(工程版51,19940906)
gg_xmenglp3	X战警-游戏大师的遗产(工程版,19940810)
sms_xmenmojo	X战警-莫乔的世界(巴西版)
gg_xmenmojo	X战警-莫乔的世界(欧版,美版)
gg_xmenmojop7	X战警-莫乔的世界(工程版,19960605)
gg_xmenmojop6	X战警-莫乔的世界(工程版,19960613)
gg_xmenmojop5	X战警-莫乔的世界(工程版,19960624)
gg_xmenmojop4	X战警-莫乔的世界(工程版,19960625)
gg_xmenmojop3	X战警-莫乔的世界(工程版,19960627)
gg_xmenmojop2	X战警-莫乔的世界(工程版,19960628)
gg_xmenmojop1	X战警-莫乔的世界(工程版,19960629)
md_xmen2	X战警2-克隆战争(欧版,美版)
md_xmen2p19	X战警2-克隆战争(工程版,19940506)
md_xmen2p18	X战警2-克隆战争(工程版,19940510)
md_xmen2p17	X战警2-克隆战争(工程版,19941018)
md_xmen2p16	X战警2-克隆战争(工程版,19941117)
md_xmen2p15	X战警2-克隆战争(工程版,19941123)
md_xmen2p14	X战警2-克隆战争(工程版,19941128)
md_xmen2p13	X战警2-克隆战争(工程版,19941130)
md_xmen2p12	X战警2-克隆战争(工程版,19941202)
md_xmen2p11	X战警2-克隆战争(工程版,19941203)
md_xmen2p10	X战警2-克隆战争(工程版,19941206)
md_xmen2p09	X战警2-克隆战争(工程版,19941207)
md_xmen2p08	X战警2-克隆战争(工程版,19941208)
md_xmen2p07	X战警2-克隆战争(工程版,19941209)
md_xmen2p06	X战警2-克隆战争(工程版,19941210)
md_xmen2p04	X战警2-克隆战争(工程版,19941211)
md_xmen2p05	X战警2-克隆战争(工程版,19941211-A)
md_xmen2p03	X战警2-克隆战争(工程版,19941214)
md_xmen2p02	X战警2-克隆战争(工程版,19941215)
md_xmen2p01	X战警2-克隆战争(工程版,19941216)
xmvsfjr2	X战警对街头霸王(960909日版)
xmvsfar3	X战警对街头霸王(960910亚洲版)
xmvsfr1	X战警对街头霸王(960910欧版)
xmvsfjr1	X战警对街头霸王(960910日版)
xmvsfur2	X战警对街头霸王(960910美版)
xmvsfar2	X战警对街头霸王(960919亚洲版)
xmvsfar1	X战警对街头霸王(961004亚洲版)
xmvsf	X战警对街头霸王(961004欧版)
xmvsfh	X战警对街头霸王(961004西班牙版)
xmvsfj	X战警对街头霸王(961004日版)
xmvsfu1d	X战警对街头霸王(961004美版凤凰版)
xmvsfur1	X战警对街头霸王(961004美版)
xmvsfa	X战警对街头霸王(961023亚洲版)
xmvsfb	X战警对街头霸王(961023巴西版)
xmvsfu	X战警对街头霸王(961023美版)
md_xpertsp	X格斗战士(工程版)
md_xperts	X格斗战士(美版)
xsleenaj	星球战士(日版)
xsleena	星球战士(世界版)
md_xdr	强袭战机(日版)
md_xenon2	氙星异形2-超级爆破(欧版)
sms_xenon2	氙星异形2-超级爆破(ImageWorks)(欧版)
sms_xenon2v	氙星异形2-超级爆破(Virgin)(欧版)
3in1semi	XESS-新的革命(SemiCom3合1)
pce_xevious	铁板阵-法杰特传说
xexexa	雷光战机(版本AAA)
xexex	雷光战机(版本EAA)
xexexj	雷光战机(版本JAA)
md_xiaomo	小魔女(中文版)
md_xinqig	新乞丐王子(中文版)
md_xinqig1	新乞丐王子(中文版,替换版)
xorworld	异或世界(工程版)
sg1k_cloderunt	寻宝二代(台湾版)
xxmissio	XX任务
sms_xyzolog	XY标志(韩版)
md_yasech	亚瑟传说(中文版)
leaguemn	棒球格斗联赛(日版)
sg1k_yamato	大和号(欧版,日版)
sg1k_yamatoa	大和号(欧版,日版,替换版)
sg1k_yamatot	大和号(台湾版)
md_yangji	杨家将-一门英烈(中文版)
yankeedo	嘟洋基!
yesnoj	心电图
yiear2	功夫小子(程序代码G)
yiear	功夫小子(程序代码I)
sg1k_yiear	功夫小子(台湾版)
sg1k_dacike	大刺客(台湾版)
sg1k_yingchua	影子传说(台湾版)
ym2608	YM2608InternalROM
tg_yobro	尤布罗熊历险记
gg_yogibear	瑜伽熊的淘金行动(工程版)
md_yogibear	瑜伽熊(欧版)
sg1k_homemjt	四人麻将(台湾版)
youjyudn	妖兽传(日版)
pce_youkaid	妖怪道中记
sms_ysj	伊苏(日版)
sms_ysd	伊苏(美版,演示版)
sms_ys	伊苏-失落的古代王国(欧版,美版,巴西版)
md_ys3j	伊苏-来自伊苏的冒险者(日版)
md_ys3	伊苏III(美版)
gg_yuyu	幽游白书-灭亡者的反击(日版)
md_yuyumt	幽游白书-魔强统一战(日版)
md_yuyusf	幽游白书-日落战士(巴西版)
gg_yuyu2	幽游白书2-激斗!七强争夺战(日版)
md_yuyug	幽游白书外传(日版)
yukiwo	尤克沃战机(世界版,工程版)
pce_yuyu	游游人生
yuyugogo	悠悠问答GO!GO!(日版)
gg_zangear	斩(日版)
md_zanyasha	斩夜叉圆舞曲(日版)
md_zanygolf1	滑稽高尔夫(欧版,美版)
md_zanygolf	滑稽高尔夫(欧版,美版,v1.1)
cv_zaxxon	立体空战
zaxxonj	立体空战(日版)
sg1k_zaxxon	立体空战(日版)
zaxxon	立体空战(第1套)
zaxxon2	立体空战(第2套)
zaxxon3	立体空战(第3套)
sg1k_zaxxont	立体空战(台湾版)
sms_zaxxon3d	立体空战3-D(世界版)
sms_zaxxon3dp	立体空战3-D(世界版,工程版)
zedblade	刀锋战机
cv_zenji	旋转迷宫
pce_zero4ca	零4冠军
pce_zero4c	零4冠军(v1.5)
zeropntj	零式枪战(日版)
zeropnt	零式枪战(第1套)
zeropnta	零式枪战(第2套)
zeropnt2	零式枪战2
zeroteama	零组特攻队(第2套,日版?(早期版?))
zeroteamb	零组特攻队(第3套,日版?(后期无电池版?))
zeroteamc	零组特攻队(第4套,台湾版,LiangHwa授权)
zeroteamd	零组特攻队(第5套,韩版,DreamSoft授权)
zeroteams	零组特攻队选择版
zeroteamsr	零组特攻队自杀携带武器版
zeroteam	零组特攻队美国版(第1套,美版,Fabtek授权)
md_zero	神风飞鼠零(欧版)
md_zerou	神风飞鼠零(美版)
zerotime	零时蜜蜂
zerotimed	零时蜜蜂(Datamat)
md_zerotol	零号特警(欧版,美版)
zerowing1	零翼战机(1P)
zerowing	零翼战机(2P)
zerowingw	零翼战机(2P,WilliamsElectronics)
md_zerowing	零翼战机(欧版)
md_zerowingj	零翼战机(日版)
zerozone	性感宝石方块
drgw2c	中国龙II(V100C,中国版)
md_zhuogu	抓鬼大师(中文版)
zigzagb	挖金子(小蜜蜂硬件,第1套)
zigzagb2	挖金子(小蜜蜂硬件,第2套)
sms_zillionb	兹利安(欧版,v0)~赤光弹兹利安(日版,v0)
sms_zillion	兹利安(欧版,v2)
sms_zilliona	兹利安(美版,v1)
sms_zillion2	兹利安II-三级形态(欧版,美版)~三级形态(日版)
zingzip	真真急炮
zintrckb	挤压史莱姆(修改版/盗版)
zintrkcd	挤压史莱姆(NeoCD转换版)
zipzap	真真急炮
pce_zipang	所罗门之钥
sg1k_zippyrac	极速摩托车(日版)
sg1k_zippyract	极速摩托车(台湾版)
md_zombhigh	僵尸高校(美版,工程版)
zombraidpj	僵尸侵袭(9/28/95,日版,工程机板)
zombraid	僵尸侵袭(9/28/95,美版)
zombraidp	僵尸侵袭(9/28/95,美版,工程机板)
md_zombies	僵尸邻居(欧版)
md_zombiesu	僵尸邻居(美版)
gg_zool	哥布林佐尔(欧版)
md_zool	哥布林佐尔(欧版)
gg_zoolu	哥布林佐尔(美版)
md_zoolu	哥布林佐尔(美版)
sms_zool	哥布林佐尔-第N维忍者(欧版)
gg_zoolj	哥布林佐尔的梦幻冒险(日版)
sg1k_zoom909	飞行909(日版)
md_zoom	立体划线游戏(世界版)
md_zoop	三角射击方块(欧版)
md_zoopu	三角射击方块(美版)
gg_zoop	三角射击方块(美版)
